name_en,short_desc,category,size
b_9,blue tufted single bed,bed,"1.8212,2.5612,1.5573"
b_90,dark wood storage cabinet,cabinet,"1.2702,0.5560,1.2462"
b_92,dark brown wooden stool,stool,"0.4722,0.4731,0.5313"
b_93,light wood nightstand,nightstand,"0.4000,0.3221,0.5500"
b_95,teal gray pedestal table,table,"0.5211,0.5211,0.6134"
b_97,metallic chain chandelier,chandelier,"0.8275,0.8275,1.0194"
b_98,dark gray upholstered chair,chair,"0.6192,0.6810,0.7008"
b_99,gray louvered storage cabinet,cabinet,"0.8339,0.5500,2.0533"
c_SM_Chair_2,gray upholstered armchair,chair,"1.0297,0.9609,0.8468"
c_SM_Chair_Sec001,gray wooden armchair,chair,"0.7106,0.6839,1.0450"
c_SM_Desk_Fir001,light gray vanity table,table,"1.1683,0.5208,0.9956"
c_SM_Dresser,gray woodgrain dresser,dresser,"1.1800,0.4950,0.7000"
c_SM_Table_4,black metal side table,table,"0.5591,0.5591,0.6160"
c_SM_Table_5,dark wooden coffee table,table,"1.0087,1.0087,0.7371"
d_1000001526244,dark walnut dining table,table,"1.6000,0.9000,0.7500"
d_1000001532905,dark gold conference table,table,"2.1463,0.9000,0.7313"
d_1000001539088,dark wood conference table,table,"3.3400,1.5000,0.7600"
d_1000001602430,gray ceramic bowl,bowl,"0.0838,0.0838,0.0569"
d_1000001610925,dark brown wooden console table,table,"1.1683,0.5202,0.7640"
d_1000001621126,smoked glass coffee table,table,"0.6327,0.6327,0.5799"
d_1000001663252,olive brown woven sectional,sofa,"2.8502,1.6955,0.8856"
d_1000002515821,brown wooden coffee table,table,"1.0195,1.0195,0.7459"
d_1000002546264,dark cast iron pan,pan,"0.2988,0.4981,0.0476"
d_1000003309212,gray open shelving wardrobe,wardrobe,"2.3876,0.5780,2.3363"
d_1000003355715,warm wood coffee table,table,"1.0498,1.0497,0.3496"
d_1000003356027,dark wooden tv cabinet,cabinet,"2.1868,0.4587,0.5012"
d_1000003404997,gray metal double bed,bed,"1.9376,2.1340,0.8877"
d_1000003406804,slate blue two drawer nightstand,nightstand,"0.5424,0.4732,0.4870"
d_1000003407363,dark gray wardrobe,wardrobe,"0.9898,0.5651,1.9461"
d_1000003453475,gray wooden nightstand,nightstand,"0.6035,0.5088,0.7161"
d_1000003453641,dark walnut splayed nightstand,nightstand,"0.5000,0.4196,0.6556"
d_1000003455073,dark gray sliding wardrobe,wardrobe,"2.5321,0.6176,2.3846"
d_1000003455458,gray metal coffee table,table,"1.0028,1.0028,0.3377"
d_1000003505663,light oak platform bed,bed,"1.5814,2.0229,0.9153"
d_1000003552797,gray modular storage cabinet,cabinet,"1.7009,0.5490,2.0275"
d_1000003614203,dark walnut herringbone cabinet,cabinet,"1.8400,0.4000,0.6526"
d_1000003614815,weathered brown storage cabinet,cabinet,"0.4965,0.4124,1.2331"
d_1000003616343,gray green dresser,dresser,"0.8198,0.3169,1.2585"
d_1000003655840,dark gray metal sectional,sofa,"2.9932,1.4705,0.8595"
d_1000003665852,dark gray six drawer dresser,dresser,"0.6457,0.5092,1.2152"
d_1000003693568,dark brown ceramic teapot,teapot,"0.1464,0.2355,0.1153"
d_1000003716995,gray wooden nightstand,nightstand,"0.6407,0.4890,0.7191"
d_1000003718301,light gray metal coffee table,table,"0.8135,0.5341,0.2490"
d_1000003758629,beige square pillow,pillow,"0.4055,0.1729,0.4056"
d_1000003759813,teal diamond lumbar pillow,pillow,"0.6326,0.2105,0.3378"
d_1000003829088,gray silver wardrobe,wardrobe,"1.8326,0.5963,2.0400"
d_1000003853986,dark brown wooden park bench,bench,"1.6932,0.6409,0.8500"
d_1000004149357,light gray wooden tv cabinet,cabinet,"1.4946,0.6063,0.6533"
d_1000004158853,gray retro bookshelf,bookcase,"0.5647,0.2818,0.3898"
d_1000004186506,gray curved nightstand,nightstand,"0.5202,0.3786,0.6234"
d_1000004220137,brown wooden ladder back chair,chair,"0.3676,0.4057,0.8375"
d_1000004222768,dark walnut wooden crib,crib,"1.3098,0.7500,1.0200"
d_1000005160790,beige woven bean bag chair,chair,"0.9082,1.0373,0.7409"
d_1000005302487,dark brown wooden chair,chair,"0.4200,0.5079,0.9964"
d_1000005511969,gray metal bar stool,stool,"0.5023,0.5023,0.9946"
d_1000006209046,brown wooden ladder bookshelf,bookcase,"0.6320,0.3835,1.4210"
d_1000007672044,dark walnut wooden nightstand,nightstand,"0.8859,0.6846,0.7608"
d_1000008296920,dark green wine bottle,bottle,"0.0383,0.0364,0.1531"
d_1000008361595,gray metal school locker,locker,"3.3993,0.5145,2.5505"
d_1000008596887,dark walnut l shaped desk,desk,"1.8251,0.8044,0.7306"
d_1000008820018,dark walnut wooden nightstand,nightstand,"0.5484,0.4209,0.5272"
d_1000009404559,ornate golden mirror,mirror,"0.8443,0.7138,1.6717"
d_1000009422406,dark wooden storage cabinet,cabinet,"0.9802,0.4151,0.9049"
d_1000009424262,bronze striped candelabra,candelabra,"0.1774,0.0690,0.3223"
d_1000009425268,dark brown wooden skateboard,skateboard,"0.7894,0.2000,0.1079"
d_1000009425274,gray four drawer dresser,dresser,"1.3568,0.8418,0.8734"
d_1000009425588,blue gray striped beach ball,ball,"0.5775,0.5775,0.5996"
d_1000009425900,white green curved vase,vase,"0.1746,0.2031,0.3149"
d_1000009426965,beige metal file cabinet,cabinet,"0.4400,0.6250,1.2382"
d_1000009527306,dark brown leather briefcase,briefcase,"0.4377,0.1294,0.3763"
d_1000009529277,gray fabric floor lamp,lamp,"0.7000,0.7000,1.8475"
d_1000009529730,gray black lowpoly soccer ball,ball,"0.1531,0.1519,0.1518"
d_1000009532505,gray dark gray pump bottle,bottle,"0.0997,0.1106,0.2236"
d_1000009533030,dark olive bottle,bottle,"0.0628,0.0698,0.2077"
d_1000009536202,black white paneled volleyball,volleyball,"0.2047,0.2049,0.2029"
d_1000009536233,orange black basketball,basketball,"0.2897,0.2900,0.2893"
d_1000009603767,dark metal bistro table,table,"1.2007,1.2007,0.8124"
e_basket_1,brown woven storage basket,basket,"0.3429,0.2644,0.1647"
e_bath_mirror,slim black standing mirror,mirror,"0.7412,0.0278,1.7601"
e_conference_1_27,dark brown highback office chair,chair,"0.6151,0.6151,1.1540"
e_conference_3,dark walnut conference table,table,"4.1474,1.7558,0.7940"
e_conference_7,gray black wall mounted projection screen,screen,"3.1347,0.1865,1.9957"
e_debntal_light_01,white adjustable dental lamp,lamp,"0.6928,0.6489,1.3652"
e_debntal_tool_01,gray raised medical tray,tray,"0.2869,0.2295,0.0155"
e_dental_sickle_probe,gray metal dental probe,tool,"0.0135,0.1641,0.0061"
e_gameroom_10,black red gaming monitor,monitor,"0.6400,0.1943,0.4561"
e_gameroom_13,black circular monitor,monitor,"0.5967,0.1710,0.4977"
e_kitchen_02,teal marble kitchen cabinet,cabinet,"2.3480,0.9606,1.2504"
e_kitchen_03,dark walnut kitchen cabinet,cabinet,"2.1000,0.6025,1.2996"
e_kitchen_08,dark gray wall cabinet,cabinet,"1.2000,0.3160,0.7640"
e_kitchen_09,olive green kitchen cabinet,cabinet,"1.7835,0.6098,1.2965"
e_kitchen_10,dark wood kitchen cabinet,cabinet,"1.6874,0.6810,0.9209"
e_kitchen_11,dark wood kitchen cabinet,cabinet,"2.5829,0.6638,0.9674"
e_kitchen_13,dark brown wooden cabinet,cabinet,"1.1416,0.6006,0.4284"
e_ps5_03_set,white black game controller,controller,"0.1603,0.1707,0.1386"
e_SM_BATHUB_01,gray matte oval bathtub,bathtub,"1.7160,0.8221,0.5831"
e_sm_chair2,gray metal stool,stool,"0.4518,0.4518,0.6581"
e_SM_Kitchen_3,dark wooden kitchen cabinet,cabinet,"1.2019,0.8669,0.9800"
e_sm_table,bronze dark coffee table,table,"0.6733,0.6733,0.5510"
e_SM_Teepee,blue white tree teepee tent,tent,"1.1022,1.1218,1.6005"
e_washbasket_1,brown woven basket,basket,"0.4000,0.4004,0.2096"
e_washbasket_2,gray mesh basket,basket,"0.3934,0.3927,0.1478"
e_workbench_01,wooden black folding table,table,"1.3958,0.6829,0.5122"
e_workbench_02,dark metal workbench,workbench,"1.0863,0.4811,0.6087"
